,IR,Inverse_Filtering_Similarity_Melody,Inverse_Filtering_Correlation_Melody,Weiner_Similarity_Melody,Weiner_Correlation_Melody,ACDW_Similarity_Melody,ACDW_Correlation_Melody,Inverse_Filtering_Similarity_Chords,Inverse_Filtering_Correlation_Chords,Weiner_Similarity_Chords,Weiner_Correlation_Chords,ACDW_Similarity_Chords,ACDW_Correlation_Chords
122,Bird_Aspen_DH37_piezo_to_good_takamine_EG523SC_mic,3.0089729596419842e-06,,3.532171853240171e-06,,6.251312665385758e-06,,2.7217167854050706e-06,,3.096811172655626e-06,,3.011194625920516e-06,
123,Bird_Aspen_DH37_piezo_to_good_takamine_EG523SC_piezo,2.290765478780941e-06,,1.7348324799980592e-06,,2.7904821389754084e-06,,1.976044021050659e-06,,2.182493372190653e-06,,3.055489059734253e-06,
124,Bird_Aspen_DH37_mic_to_good_takamine_EG523SC_mic,3.5840307607375756e-06,,4.781889175160714e-06,,5.4567078921330714e-06,,2.6395802743480377e-06,,3.1285785773438942e-06,,2.471640014904075e-06,
125,Bird_Aspen_DH37_mic_to_good_takamine_EG523SC_piezo,1.3005459859550018e-06,,1.2937019777638482e-06,,1.4087373796032983e-06,,1.5918066757635448e-06,,1.6477153406407422e-06,,2.091195165734067e-06,
126,Bird_Aspen_DH37_piezo_to_good_takamine_EG523SC_mic,3.7489149927996016e-06,,3.337992750780172e-06,,4.566882360250241e-06,,3.21205380104898e-06,,3.586477661220335e-06,,3.1450680648243117e-06,
127,Bird_Aspen_DH37_piezo_to_good_takamine_EG523SC_piezo,1.9321917926776494e-06,,1.557627946904898e-06,,1.5102478899025694e-06,,1.7407221797689954e-06,,2.0227156048284423e-06,,1.4915242484175264e-06,
128,Bird_Aspen_DH37_mic_to_good_takamine_EG523SC_mic,3.981827008226684e-06,,5.6649570549864235e-06,,9.891430637485284e-06,,3.745267116675616e-06,,2.9573041964035773e-06,,3.2447921673540343e-06,
129,Bird_Aspen_DH37_mic_to_good_takamine_EG523SC_piezo,1.3317475033654786e-06,,1.3451574647306012e-06,,1.3947621429197732e-06,,1.5724811229644452e-06,,1.705367010380873e-06,,1.5649762165169675e-06,
130,Bird_Aspen_DH37_piezo_to_good_takamine_EG523SC_mic,2.171838054276439e-06,,4.249819745920346e-06,,5.4611871266525555e-06,,4.01965004903168e-06,,2.5796728165716356e-06,,3.021502124501469e-06,
131,Bird_Aspen_DH37_piezo_to_good_takamine_EG523SC_piezo,1.592352584449224e-06,,1.9994359900650146e-06,,2.0894327017500415e-06,,2.018725657739521e-06,,1.685567145096206e-06,,1.9242392976719663e-06,
132,Bird_Aspen_DH37_mic_to_good_takamine_EG523SC_mic,3.4647755305096748e-06,,3.8669217504637706e-06,,5.033556875451731e-06,,3.991520116454031e-06,,3.0804619404346973e-06,,3.232450881807813e-06,
133,Bird_Aspen_DH37_mic_to_good_takamine_EG523SC_piezo,1.5264199681803212e-06,,1.386580450006062e-06,,1.5692636152947797e-06,,1.4013354862095689e-06,,1.6731221069464452e-06,,1.9576824492689483e-06,
134,Bird_Aspen_DH37_piezo_to_good_takamine_EG523SC_mic,2.712381281158295e-06,,2.2232182682561275e-06,,8.055160359455691e-06,,3.6065100387640943e-06,,2.791183438736496e-06,,2.9072031190597225e-06,
135,Bird_Aspen_DH37_piezo_to_good_takamine_EG523SC_piezo,2.699494342657324e-06,,2.1760375413304993e-06,,2.9433180655111764e-06,,1.5115119304963515e-06,,1.983274798609241e-06,,2.4691677817239145e-06,
136,Bird_Aspen_DH37_mic_to_good_takamine_EG523SC_mic,1.6705973832033022e-06,,1.8041618112754878e-06,,3.4526587264430025e-06,,2.357861932564587e-06,,2.2477007150521123e-06,,2.358785253046168e-06,
137,Bird_Aspen_DH37_mic_to_good_takamine_EG523SC_piezo,1.4826802547285751e-06,,1.3452554496430218e-06,,1.455476843067309e-06,,1.4816084355898163e-06,,1.4034721127199346e-06,,2.415995835488288e-06,
138,Bird_Aspen_DH37_piezo_to_good_takamine_EG523SC_mic,2.7992861794727617e-06,,2.5233806230799857e-06,,6.979638416196831e-06,,4.312727416358336e-06,,4.02327620500336e-06,,2.559062389625812e-06,
139,Bird_Aspen_DH37_piezo_to_good_takamine_EG523SC_piezo,2.7245648695565443e-06,,2.8858335742718463e-06,,2.999551315590808e-06,,2.847601140795774e-06,,2.1496821639782774e-06,,2.1032641147495643e-06,
140,Bird_Aspen_DH37_mic_to_good_takamine_EG523SC_mic,2.462232511748322e-06,,2.764499785245716e-06,,3.08729112308303e-06,,4.15743564896072e-06,,4.4851234552581635e-06,,5.407346985233812e-06,
141,Bird_Aspen_DH37_mic_to_good_takamine_EG523SC_piezo,1.5211403128662204e-06,,1.6513432546122299e-06,,2.3956553127784947e-06,,2.193178001902156e-06,,1.6343724660512853e-06,,1.95472258384113e-06,
142,Bird_Aspen_DH37_piezo_to_good_takamine_EG523SC_mic,2.409538744194962e-06,,2.5944750970436456e-06,,5.3700551857896744e-06,,2.4352178281601437e-06,,3.081143565956221e-06,,4.97802658304381e-06,
143,Bird_Aspen_DH37_piezo_to_good_takamine_EG523SC_piezo,1.885456250083453e-06,,1.7741493580828858e-06,,2.827019737861723e-06,,1.2485107719565645e-06,,2.3479636231772743e-06,,1.9649861952852064e-06,
144,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_mic,6.857927739964427e-06,,6.181268618452991e-06,,5.160095748687594e-06,,3.7667963150551215e-06,,3.489580637262951e-06,,2.8765746240379064e-06,
145,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_piezo,2.4460539056749922e-06,,2.884517621153136e-06,,2.4602696787901347e-06,,2.679914170770074e-06,,2.138278636470001e-06,,2.598531156829948e-06,
146,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_mic,3.892562829313118e-06,,2.5553059705119384e-06,,2.4798360083415878e-06,,2.2449073160852134e-06,,2.919366316153422e-06,,4.6715241983731095e-06,
147,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_piezo,3.7101879239075013e-06,,2.030963675962054e-06,,1.7336646347283747e-06,,4.736801289059861e-06,,4.173355710968492e-06,,4.876976417156777e-06,
148,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_mic,4.930324964408996e-06,,4.30103211238294e-06,,5.350109780588189e-06,,4.398066589548527e-06,,4.172558849386639e-06,,2.8533393246457646e-06,
149,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_piezo,4.053539654346384e-06,,2.1632370431879766e-06,,2.4203986962727743e-06,,4.906967227022654e-06,,1.916812410982673e-06,,2.780402194904773e-06,
150,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_mic,3.075836415430492e-06,,2.6365960489205215e-06,,2.4634980208891515e-06,,3.216364267936338e-06,,2.962336250079932e-06,,5.031088794066646e-06,
151,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_piezo,1.8089401881105243e-06,,1.8391020902375183e-06,,1.974845727374511e-06,,2.6220067916464613e-06,,4.269839923903689e-06,,5.113585566953549e-06,
152,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_mic,3.4854151379038e-06,,6.2385127084460615e-06,,3.838260574072588e-06,,3.1050531289150606e-06,,3.1896120428020934e-06,,2.9002585660180903e-06,
153,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_piezo,2.1807108064406606e-06,,2.3334364552930113e-06,,2.32695584224303e-06,,4.976421610454854e-06,,3.0756397579590373e-06,,2.4694769680320286e-06,
154,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_mic,4.086390410645897e-06,,2.5524935408744586e-06,,2.896588059655878e-06,,3.2628640348058704e-06,,3.616547727113749e-06,,4.862492987981228e-06,
155,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_piezo,2.1901805429045166e-06,,2.0143384056326013e-06,,2.0061358580146003e-06,,2.594141604905712e-06,,4.266524707618963e-06,,3.946226842108368e-06,
156,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_mic,4.614229451748612e-06,,7.316205321711618e-06,,4.5226628600883695e-06,,3.7049347075096734e-06,,2.899242735166826e-06,,2.9080583730136726e-06,
157,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_piezo,2.48880483850831e-06,,2.564248420855654e-06,,2.5348690275925055e-06,,2.727257638086774e-06,,1.922906640169982e-06,,3.248288990966004e-06,
158,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_mic,3.282692362759764e-06,,7.2643589240542905e-06,,2.3693019592106303e-06,,3.597854327700634e-06,,3.8032783296298005e-06,,4.645377392947572e-06,
159,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_piezo,2.3555947082073484e-06,,3.1153314915561754e-06,,1.663868596011477e-06,,3.0274189224043056e-06,,2.684858105909899e-06,,2.8861993192067995e-06,
160,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_mic,7.108252489228916e-06,,4.145281517646603e-06,,4.181028193373697e-06,,4.1989612587237e-06,,3.3747645260024603e-06,,3.6699361555788223e-06,
161,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_piezo,3.2140834312631016e-06,,2.9588719993882404e-06,,2.6598450612308603e-06,,4.3785981344687236e-06,,4.114722526591533e-06,,3.4562363225905457e-06,
162,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_mic,6.104494993916153e-06,,4.373919724785964e-06,,2.289929638131575e-06,,2.901083972935041e-06,,2.610353802183811e-06,,2.838678919023442e-06,
163,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_piezo,2.397786838070135e-06,,2.4029485504774407e-06,,2.035921580111828e-06,,2.87346319121311e-06,,2.435326191594704e-06,,2.4195911712607493e-06,
164,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_mic,6.724588515981877e-06,,4.737811469465923e-06,,2.9670798768093076e-06,,2.9784452288436375e-06,,2.5073983856236664e-06,,2.797596363804023e-06,
165,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_piezo,2.828844995629995e-06,,1.9397308204405446e-06,,2.0620571823070016e-06,,2.532830811649723e-06,,1.808917912683107e-06,,2.549476591329739e-06,
166,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_mic,2.5289217351191375e-06,,5.503651619924979e-06,,2.440535109032809e-06,,2.833258333760578e-06,,3.2144522150091216e-06,,3.249618373760855e-06,
167,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_piezo,4.251201800805313e-06,,2.950866509906217e-06,,2.193262397844284e-06,,3.18033282504553e-06,,2.9880688091768157e-06,,2.468129358987732e-06,
168,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_mic,4.223028054808618e-06,,4.7333003421642785e-06,,3.550444577050685e-06,,3.6836182780100397e-06,,2.650797611806624e-06,,3.569889711270933e-06,
169,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_piezo,2.262243494237034e-06,,2.606002965993506e-06,,2.7150600238643006e-06,,2.4554672692821312e-06,,3.7629261880298826e-06,,3.9011504021155585e-06,
170,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_mic,7.2159107481231106e-06,,4.868924227886275e-06,,5.982491243994656e-06,,3.032491122153754e-06,,2.0914265398950616e-06,,4.239853181069543e-06,
171,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_piezo,2.2198863499586245e-06,,2.2483901504515715e-06,,2.432793194546426e-06,,2.7342177049600393e-06,,2.2635900720105843e-06,,3.759611410814735e-06,
172,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_mic,7.273516856653548e-06,,6.597595048518232e-06,,4.93640371572822e-06,,3.870461564610183e-06,,3.837812929747591e-06,,4.486461862407199e-06,
173,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_piezo,2.5270641315521383e-06,,2.85091250480931e-06,,3.450840111939068e-06,,2.3030172247422974e-06,,2.1519633363513593e-06,,5.931650487306494e-06,
174,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_mic,3.286632945981782e-06,,3.9089376443855674e-06,,3.2958932919492736e-06,,3.407456245892139e-06,,2.640059529853099e-06,,4.175456560130686e-06,
175,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_piezo,2.036116800824086e-06,,1.7793034891173021e-06,,2.7872680506425214e-06,,3.1757610210008205e-06,,3.1447184371398867e-06,,4.090300665860203e-06,
176,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_mic,6.752107457974365e-06,,4.862599383495324e-06,,7.530601641648413e-06,,4.830350459525903e-06,,3.929717944146998e-06,,3.3827918244228944e-06,
177,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_piezo,3.343274483826249e-06,,3.259882310797156e-06,,2.8711857530999575e-06,,3.606864227173043e-06,,3.0406173573460065e-06,,2.3970008025616792e-06,
178,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_mic,3.946280084854468e-06,,4.222358053191566e-06,,2.648430311742425e-06,,4.153638579377772e-06,,3.2276930649568815e-06,,3.036169197658556e-06,
179,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_piezo,1.9541193444502915e-06,,1.645529298285368e-06,,2.081172884473361e-06,,3.703253754823218e-06,,3.81194476595561e-06,,3.7780797660182154e-06,
180,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_mic,5.627806781891951e-06,,5.270387401688781e-06,,7.82227749243706e-06,,2.9004123285409483e-06,,2.8888209184367053e-06,,5.582439813606718e-06,
181,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_piezo,1.610142267108357e-06,,3.038682198261399e-06,,1.078764054793585e-05,,1.9345445829752255e-06,,3.5012312559628677e-06,,3.980571026672474e-06,
182,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_mic,7.221252362995156e-06,,4.540297169098296e-06,,3.77743076567008e-06,,3.1628739104575785e-06,,3.543860229248772e-06,,4.509861694777567e-06,
183,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_piezo,1.5614265211964296e-06,,2.311294295509451e-06,,1.8942029696296704e-06,,2.4369718513296514e-06,,2.9868055988455702e-06,,5.317855983110505e-06,
184,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_mic,5.052200662038321e-06,,4.698015716910386e-06,,5.293610467665971e-06,,4.401537437887759e-06,,2.3237625413484216e-06,,4.282371024106653e-06,
185,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_piezo,3.3619966548190268e-06,,2.054887030373275e-06,,4.4153117589131875e-06,,4.508503153307276e-06,,2.44837278307508e-06,,5.952990742723242e-06,
186,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_mic,4.578491029454716e-06,,5.950653456124114e-06,,2.636227230743537e-06,,3.780996213566893e-06,,3.7203374636194846e-06,,4.388361489100717e-06,
187,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_piezo,3.2331961390627252e-06,,3.634633811026283e-06,,1.8131723856750062e-06,,2.5498635281555667e-06,,2.6213153253141342e-06,,2.2029628525727817e-06,
188,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_mic,5.7531762774345e-06,,7.346300298893541e-06,,6.0120195141717305e-06,,4.735485698521667e-06,,3.4051907074519576e-06,,4.915442366516476e-06,
189,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_piezo,2.8344174111875624e-06,,3.0562349977128645e-06,,5.502168274797718e-06,,3.7499915222102616e-06,,4.121703780365541e-06,,5.715092480076984e-06,
190,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_mic,3.75513826751587e-06,,6.881145471359382e-06,,3.4104496523205098e-06,,2.7631548351737072e-06,,2.968990346783972e-06,,3.812788472527014e-06,
191,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_piezo,2.9157415685832668e-06,,2.2489041190837245e-06,,1.5991132773082286e-06,,2.7380921904419423e-06,,2.534568893698653e-06,,4.246529600705227e-06,
192,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_mic,4.100019460597108e-06,,6.27259217421647e-06,,4.566197589767178e-06,,4.0526290284576e-06,,3.974811678368382e-06,,3.5477754205002377e-06,
193,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_piezo,2.4488950326362278e-06,,2.8542077733858627e-06,,4.380565995763151e-06,,3.0002912484229607e-06,,3.1371872029122597e-06,,4.132172952913705e-06,
194,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_mic,4.508698255871795e-06,,3.226223917879697e-06,,3.24436979082977e-06,,1.5534093589073202e-06,,3.826433777788669e-06,,1.9500979310268984e-06,
195,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_piezo,4.2034383896952e-06,,2.2325763940291067e-06,,4.5117266103989365e-06,,2.268948480468753e-06,,3.836480556056953e-06,,2.5414027830616525e-06,
196,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_mic,3.6531764939371613e-06,,4.73343874921695e-06,,4.6250612121479295e-06,,3.517087974191503e-06,,2.9025862781847175e-06,,3.4536771896334907e-06,
197,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_piezo,2.8196509922673206e-06,,3.202859061003464e-06,,2.4324641974191132e-06,,4.4728760085939185e-06,,5.0415420223848715e-06,,3.5857470230654357e-06,
198,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_mic,5.872842970858005e-06,,4.491801231014761e-06,,3.677757927701509e-06,,2.850333177880026e-06,,2.7556982554483314e-06,,4.280786038356544e-06,
199,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_piezo,1.8606102099437644e-06,,1.8957250427362433e-06,,2.102153567575949e-06,,2.9378865686398125e-06,,3.252665655745408e-06,,3.6130348751167334e-06,
200,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_mic,6.460424937530682e-06,,5.730496845303513e-06,,6.4653400733927156e-06,,3.1686392487445416e-06,,4.7757344518912815e-06,,4.8500817910669496e-06,
201,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_piezo,2.9335974359761177e-06,,4.358820713628291e-06,,2.526205860498155e-06,,3.4023877679084687e-06,,3.775224561092751e-06,,3.73076815200326e-06,
202,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_mic,3.6638048298275393e-06,,5.351256662177751e-06,,3.2715757583230504e-06,,2.9891008189554355e-06,,3.4579771185008323e-06,,4.654394310447955e-06,
203,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_piezo,2.3749892210872083e-06,,1.8604644452810535e-06,,2.0699408469950977e-06,,4.215172324909718e-06,,3.2350983845878233e-06,,4.470587575194269e-06,
204,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_mic,3.3762647075594925e-06,,3.2034314930709275e-06,,3.0652121145353795e-06,,3.725144971989172e-06,,2.8458682611989813e-06,,3.0577316094297622e-06,
205,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_piezo,2.376749077692997e-06,,2.7224784929609653e-06,,3.522851118427939e-06,,3.415149145446632e-06,,3.8225565770588925e-06,,5.207657392241027e-06,
206,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_mic,4.685609875862017e-06,,4.8162000478545135e-06,,2.4321452452868054e-06,,3.7036015158804413e-06,,3.661214318277722e-06,,5.255530348872641e-06,
207,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_piezo,1.6022543117942665e-06,,1.990657914509372e-06,,1.663208230411565e-06,,4.681290041976723e-06,,2.7462174849281507e-06,,3.612897384912277e-06,
208,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_mic,6.5869410617948246e-06,,4.615420480079878e-06,,3.92567029354372e-06,,4.2642780700352716e-06,,3.5154877805045337e-06,,3.1829411517268275e-06,
209,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_piezo,2.8397990990836836e-06,,3.0003409361923673e-06,,3.075402083813121e-06,,3.119716708833867e-06,,4.761804300297355e-06,,5.18855358592521e-06,
210,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_mic,6.627436430516046e-06,,5.416605357574667e-06,,2.6522795072772456e-06,,3.640718077973289e-06,,3.420604102839998e-06,,4.795753959663151e-06,
211,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_piezo,1.7153118998449676e-06,,2.459540227323817e-06,,1.973169159386452e-06,,4.492340548816542e-06,,3.4057084159291058e-06,,3.3241602169288487e-06,
212,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_mic,3.4763046577547126e-06,,3.0586298239279713e-06,,2.475814666699317e-06,,3.749491391655719e-06,,2.8523585826931778e-06,,3.121648732095245e-06,
213,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_piezo,2.399048338088304e-06,,2.2357080907177066e-06,,3.1355040752812725e-06,,2.5131563459771362e-06,,2.185710337560957e-06,,5.144534147648112e-06,
214,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_mic,5.504061645995209e-06,,3.4562122663066033e-06,,2.538862370109779e-06,,3.048433698028933e-06,,2.903597620771379e-06,,4.455060715497456e-06,
215,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_piezo,2.6189875562603627e-06,,3.0319430463504135e-06,,1.7367875491951325e-06,,3.4209036379320137e-06,,3.5161951501511305e-06,,4.401585246431333e-06,
216,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_mic,5.432761050385282e-06,,5.863264141830235e-06,,4.615840596602425e-06,,4.879217891891323e-06,,3.0618143647629472e-06,,4.560796971937155e-06,
217,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_piezo,2.7632905838844643e-06,,3.916364163482033e-06,,4.041921494174072e-06,,3.663282340054011e-06,,4.809517538107378e-06,,5.982532200449106e-06,
218,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_mic,5.230808993561948e-06,,4.669754067373617e-06,,3.4222342516748153e-06,,3.4273399649266785e-06,,3.2948918529865775e-06,,4.917650702429158e-06,
219,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_piezo,1.8045201148877542e-06,,1.6831568760064306e-06,,1.9385491014494677e-06,,3.0064954512368766e-06,,4.0764768546794745e-06,,2.6223972151867007e-06,
220,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_mic,6.550322894072895e-06,,6.1747599910982185e-06,,6.4916989124655195e-06,,4.347740111958951e-06,,3.7715107847782496e-06,,3.788348388187484e-06,
221,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_piezo,2.864491493577996e-06,,3.06692392949956e-06,,3.0787021482559183e-06,,4.260581184451292e-06,,3.836706706965363e-06,,4.75626636258829e-06,
222,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_mic,3.9190884114134206e-06,,5.1477985280754815e-06,,3.4836818427575822e-06,,2.8272059428309376e-06,,2.6686674235074494e-06,,3.502486705392858e-06,
223,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_piezo,1.7899595700983614e-06,,1.8011384552343986e-06,,1.8438756138784807e-06,,4.047888190588889e-06,,3.323072047718505e-06,,2.3680818207240628e-06,
224,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_mic,3.612659339470375e-06,,4.044284513302117e-06,,7.759696417150037e-06,,3.475426437963339e-06,,5.054346863174352e-06,,3.341826060126519e-06,
225,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_piezo,3.902445791756847e-06,,3.796262998118905e-06,,2.723219881360076e-06,,4.780855807893956e-06,,4.111659032032053e-06,,2.83805770590555e-06,
226,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_mic,5.133518293579604e-06,,4.618374753575221e-06,,2.8977187515189353e-06,,4.038528429070177e-06,,2.4609963646285393e-06,,3.73476462901091e-06,
227,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_piezo,1.8831784642149078e-06,,1.6432740621951152e-06,,1.9656823355765813e-06,,3.0361112949277824e-06,,3.828524013175335e-06,,2.1783635072156385e-06,
228,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_mic,5.143427355824786e-06,,5.8681872736936555e-06,,5.712418933470675e-06,,2.743112483888897e-06,,3.4448322505907774e-06,,4.7341930103715275e-06,
229,Bird_Aspen_DH37_mic_to_AJ_JJasmine_JF37CD_piezo,2.089557088708402e-06,,3.946037677707444e-06,,6.469579471129008e-06,,1.9732168134358907e-06,,4.91417009629803e-06,,5.04025116040646e-06,
230,Bird_Aspen_DH37_piezo_to_AJ_JJasmine_JF37CD_mic,3.436183184789565e-06,,5.917918028772818e-06,,2.3736106716855574e-06,,2.8550820915612113e-06,,3.0430607089214934e-06,,4.615843346039411e-06,
